child_name,status,parent_name,author1init,author1last,author2init,author2last,otherauthors,pubyr
Basterotiidae,"belongs to",Cyamiacea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Galatheavalvidae,"belongs to",Cyamiacea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pholadiformii,"belongs to",Cardiata,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pholadida,"belongs to",Pholadiformii,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pholadini,"belongs to",Pholadinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Euxinibarneini,"belongs to",Pholadinae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Xylophagainae,"belongs to",Pholadidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Teredinini,"belongs to",Teredininae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Bankiinae,"belongs to",Teredininae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Myopholadidae,"belongs to",Ceratomyidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Ceratomyinae,"belongs to",Ceratomyidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Myinae,"belongs to",Myidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Cryptomyinae,"belongs to",Myidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Spheniinae,"belongs to",Myidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Erodonidae,"belongs to",Corbulidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Poromyata,"belongs to",Cardiidia,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Poromyoida,"belongs to",Poromyata,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Halonymphidae,"belongs to",Cuspidarioidea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Protocuspidariidae,"belongs to",Cuspidarioidea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Parilimyoidea,"belongs to",Poromyoida,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pholadomyoida,"belongs to",Poromyata,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pholadomyinae,"belongs to",Pholadomyidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pandorida,"belongs to",Poromyata,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Solenata,"belongs to",Cardiidia,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Solenida,"belongs to",Solenata,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Konduriidae,"belongs to",Orthonotoidea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Solenomorphinae,"belongs to",Solenomorphidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Promacrinae,"belongs to",Solenomorphidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pharinae,"belongs to",Pharidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Cultellidae,"belongs to",Pharidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pharellidae,"belongs to",Solenidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Rzehakiidae,"belongs to",Pharidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Siliquinae,"belongs to",Pharidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Hiatellinae,"belongs to",Hiatellidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Panopeinae,"belongs to",Hiatellidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Saxicavellidae,"belongs to",Hiatellacea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pachydomidae,"belongs to",Edmondiacea,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pachydominae,"belongs to",Pachydomidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Pachydomini,"belongs to",Pachydominae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Astartilini,"belongs to",Pachydominae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Holdhausiellini,"belongs to",Pachydominae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Plesiocyprinellini,"belongs to",Pachydominae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Myoniinae,"belongs to",Pachydomidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Malleinae,"belongs to",Malleidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Phaseolinae,"belongs to",Phaseolidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Siliculidae,"belongs to",Phaseolidae,"J. G.",Carter,"C. R.",Altaba,"L. C. Anderson, R. Araujo, A. S. Biakov, A. E. Bogan, D. C. Campbell, M. Campbell, J. H. Chen, J. C. W. Cope, G. Delvene, H. H. Dijkstra, Z. J. Fang, R. N. Gardner, V. A. Gavrilova, I. A. Goncharova, P. J. Harries, J. H. Hartman, M. Hautmann, et al.",2011
Aspidoceratidae,"belongs to",Perisphinctoidea,H.,Parent,"A. C.",Garrido,"G. Schweigert, A. Scherzinger",2011
Halitheriidae,"belongs to",Dugongidae,S.,Sorbi,"D. P.",Domning,"S. C. Vaiani, G. Bianucci",2012
Semionotiformes,"belongs to",Ginglymodi,A.,López-Arbarello,,,,2012
Pachycormiformes,"belongs to",Teleostei,M.,Friedmann,,,,2012
Ctenochasmatidae,"belongs to",Ctenochasmatoidea,J.,Lü,Q.,Ji,"X. Wei, Y. Liu",2012
Theropoda,"belongs to",Dinosauria,R.,Allain,T.,Xaisanavong,"P. Richir, B. Khentavong",2012
Megalosauridae,"belongs to",Megalosauria,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Allosauridae,"belongs to",Allosauria,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Spinosauridae,"belongs to",Megalosauria,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Spinosauridae,"belongs to",Tetanurae,R.,Allain,T.,Xaisanavong,"P. Richir, B. Khentavong",2012
Hadrosauridae,"belongs to",Hadrosauroidea,"A. A.",Ramírez-Velasco,M.,Benammi,"A. Prieto-Marquez, J. Alvarado Ortega, R. Hernández-Rivera",2012
Neornithes,"belongs to",Ornithuromorpha,D.,Naish,G.,Dyke,"A. Cau, F. Escuillié, P. Godefroit",2012
Peramuridae,"belongs to",Peramura,"B. M.",Davis,,,,2012
Tupaiidae,"belongs to",Scandentia,X.,Ni,Z.,Qiu,,2012
Phocidae,"belongs to",Phocoidea,"I. A.",Koretsky,"C. E.",Ray,"N. Peters",2012
Monodontidae,"belongs to",Delphinoidea,J.,Velez-Juarbe,"N. D.",Pyenson,,2012
Dugongidae,"belongs to",Sirenia,S.,Sorbi,"D. P.",Domning,"S. C. Vaiani, G. Bianucci",2012
Iniana,"belongs to",Inioidea,"J. H.",Geisler,"S. J.",Godfrey,"O. Lambert",2012
Sphenodontinae,"belongs to",Rhynchocephalia,S.,Apesteguia,"M. E. H.",Jones,,2012
Phocoidea,"belongs to",Carnivora,"I. A.",Koretsky,"C. E.",Ray,"N. Peters",2012
Phocinae,"belongs to",Phocidae,"I. A.",Koretsky,"C. E.",Ray,"N. Peters",2012
Baryonychidae,"belongs to",Spinosauridae,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Baryonychidae,"belongs to",Spinosauridae,R.,Allain,T.,Xaisanavong,"P. Richir, B. Khentavong",2012
Spinosaurinae,"belongs to",Spinosauridae,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Tetanurae,"belongs to",Averostra,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Tetanurae,"belongs to",Theropoda,R.,Allain,T.,Xaisanavong,"P. Richir, B. Khentavong",2012
Hadrosaurinae,"belongs to",Hadrosauridae,"A. A.",Ramírez-Velasco,M.,Benammi,"A. Prieto-Marquez, J. Alvarado Ortega, R. Hernández-Rivera",2012
Saurolophinae,"belongs to",Hadrosauridae,"A. A.",Ramírez-Velasco,M.,Benammi,"A. Prieto-Marquez, J. Alvarado Ortega, R. Hernández-Rivera",2012
Lambeosaurinae,"belongs to",Hadrosauridae,"A. A.",Ramírez-Velasco,M.,Benammi,"A. Prieto-Marquez, J. Alvarado Ortega, R. Hernández-Rivera",2012
Coelurosauria,"belongs to",Theropoda,"F. L.",Agnolin,"J. E.",Powell,"F. E. Novas, M. Kundrat",2012
Troodontidae,"belongs to",Maniraptora,X.,Xu,Q.,Zhao,"C. Sullivan, Q.-W. Tan, M. Sander, Q.-Y. Ma",2012
Dromaeosaurinae,"belongs to",Dromaeosauridae,P.,Senter,"J. I.",Kirkland,"D. D. DeBlieux, S. Madsen, N. Toth",2012
Coelophysoidea,"belongs to",Neotheropoda,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Avetheropoda,"belongs to",Orionides,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Maniraptora,"belongs to",Coelurosauria,X.,Xu,Q.,Zhao,"C. Sullivan, Q.-W. Tan, M. Sander, Q.-Y. Ma",2012
Neotheropoda,"belongs to",Theropoda,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Orthoptera,"belongs to",Orthopterida,D.,Eades,,,,2012
Megalosauroidea,"belongs to",Orionides,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Manzanellidae,"belongs to",Manzanelloidea,"E. V.",Coan,P.,Valentich-Scott,,2012
Nuculanidae,"belongs to",Nuculanoidea,"E. V.",Coan,P.,Valentich-Scott,,2012
Nuculidae,"belongs to",Nuculoidea,"E. V.",Coan,P.,Valentich-Scott,,2012
Solemyidae,"belongs to",Solemyoidea,"E. V.",Coan,P.,Valentich-Scott,,2012
Lepisosteidae,"belongs to",Lepisosteoidea,A.,López-Arbarello,,,,2012
Lepisosteiformes,"belongs to",Ginglymodi,A.,López-Arbarello,,,,2012
Semionotidae,"belongs to",Semionotiformes,A.,López-Arbarello,,,,2012
Allosauroidea,"belongs to",Avetheropoda,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Alvarezsauridae,"belongs to",Alvarezsauria,"F. L.",Agnolin,"J. E.",Powell,"F. E. Novas, M. Kundrat",2012
Carcharodontosauridae,"belongs to",Carcharodontosauria,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Diplodocinae,"belongs to",Diplodocidae,"P. D.",Mannion,P.,Upchurch,"O. Mateus, R. N. Barnes, M. E. H. Jones",2012
Argyrosaurinae,"invalid subgroup of",Titanosauria,"P. D.",Mannion,A.,Otero,,2012
Alvarezsauria,"belongs to",Coelurosauria,"F. L.",Agnolin,"J. E.",Powell,"F. E. Novas, M. Kundrat",2012
Zhelestidae,"belongs to",Eutheria,"J. D.",Archibald,A.,Averianov,,2012
Dortokidae,"belongs to",Panpleurodira,A.,Pérez-García,"T. M.",Scheyer,"X. Murelaga",2012
Megalosaurinae,"belongs to",Megalosauridae,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Metriacanthosaurinae,"belongs to",Metriacanthosauridae,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Ototretinae,"belongs to",Lampyridae,"S. V.",Kazantsev,,,,2012
Apocrita,"belongs to",Euhymenoptera,L.,Krogmann,A.,Nel,,2012
Oedipodinae,"belongs to",Acrididae,"D. C.",Eades,D.,Otte,"M. M. Cigliano, H. Braun",2012
Acridinae,"belongs to",Acrididae,"D. C.",Eades,D.,Otte,"M. M. Cigliano, H. Braun",2012
Dermaptera,"belongs to",Dermapterida,D.,Eades,,,,2012
Notonectidae,"belongs to",Nepomorpha,"W. T.",Zhang,"Y. Z.",Yao,"D. Ren",2012
Hepialidae,"belongs to",Hepialoidea,"J. C.",Sohn,C.,Labandeira,"D. Davis, C. Mitter",2012
Sphingidae,"belongs to",Bombycoidea,"J. C.",Sohn,C.,Labandeira,"D. Davis, C. Mitter",2012
Giganotosaurinae,"subjective synonym of",Carcharodontosaurinae,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Nuculoidea,"belongs to",Nuculoida,"E. V.",Coan,P.,Valentich-Scott,,2012
Solemyoidea,"belongs to",Solemyida,"E. V.",Coan,P.,Valentich-Scott,,2012
Nuculanoidea,"belongs to",Nuculanoida,"E. V.",Coan,P.,Valentich-Scott,,2012
Protobranchia,"belongs to",Bivalvia,"E. V.",Coan,P.,Valentich-Scott,,2012
Cerastosauria,"belongs to",Averostra,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Manzanelloidea,"belongs to",Solemyida,"E. V.",Coan,P.,Valentich-Scott,,2012
Nuculaninae,"belongs to",Nuculanidae,"E. V.",Coan,P.,Valentich-Scott,,2012
Coelurosauria,"belongs to",Avetheropoda,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Coelurosauria,"belongs to",Theropoda,X.,Xu,Q.,Zhao,"C. Sullivan, Q.-W. Tan, M. Sander, Q.-Y. Ma",2012
Averostra,"belongs to",Neotheropoda,"M. T.",Carrano,"R. B. J.",Benson,"S. D. Sampson",2012
Pterygota,"belongs to",Dicondylia,R.,Garrouste,G.,Clemente,"P. Nel, M. S. Engel, P. Grandcolas, C. D'Haese, L. Lagebro, J. Denayer, P. Gueriau, P. Lafaite, S. Olive, C. Prestianni, A. Nel",2012
Hemiptera,"belongs to",Paraneoptera,P.,Nel,D.,Azar,"J. Prokop, P. Roques, G. Hodebert, A. Nel",2012
Hexacrinitoidea,"belongs to",Compsocrinina,"G. D.",Webster,,,,2012
Dichocrinidae,"belongs to",Hexacrinitoidea,"G. D.",Webster,,,,2012
Macrosemiidae,"belongs to",Semionotiformes,A.,López-Arbarello,,,,2012
Pachycormidae,"belongs to",Pachycormiformes,M.,Friedmann,,,,2012
Lepisosteioidei,"belongs to",Lepisosteiformes,A.,López-Arbarello,,,,2012
Jeholornithiformes,"belongs to",Aves,"J. K.",O'Connor,C.,Sun,"X. Xu, X. Wang, Z. Zhou",2012
Jeholornithidae,"belongs to",Jeholornithiformes,"J. K.",O'Connor,C.,Sun,"X. Xu, X. Wang, Z. Zhou",2012
Caelifera,"belongs to",Orthoptera,"D. C.",Eades,D.,Otte,"M. M. Cigliano, H. Braun",2012
Eumastacoidea,"belongs to",Acridomorpha,"D. C.",Eades,D.,Otte,"M. M. Cigliano, H. Braun",2012
