"phylum","class","order","family","otu"
"Hemichordata","Graptolithina","Diplograptoidea","Diplograptidae","Diplograptus"
"Hemichordata","Graptolithina","Bireclinata","","Climacograptus"
"Hemichordata","Graptolithina","Bireclinata","Retiolitidae","Glyptograptus"
"Mollusca","Bivalvia","Nuculida","Cardiolariidae","Deceptrix"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Globampyx"
"Arthropoda","Trilobita","Agnostida","Metagnostidae","Arthrorhachis"
"Brachiopoda","Lingulata","Lingulida","Lingulidae","Lingula"
"Annelida","Polychaeta","Serpulimorpha","","Serpulites"
"Arthropoda","Malacostraca","Phyllocarida","Caryocarididae","Caryocaris"
"Hemichordata","Graptolithina","Diplograptoidea","Diplograptidae","Amplexograptus"
"Hemichordata","Graptolithina","","","Cardiograptus"
"Hemichordata","Graptolithina","","","Cryptograptus"
"Hemichordata","Graptolithina","","","Glossograptus"
"Hemichordata","Graptolithina","","","Goniograptus"
"Hemichordata","Graptolithina","","","Isograptus"
"Hemichordata","Graptolithina","","Phyllograptidae","Phyllograptus"
"Hemichordata","Graptolithina","","","Trigonograptus"
"Hemichordata","Graptolithina","Dendroidea","","Desmograptus"
"Brachiopoda","Rhynchonellata","Orthida","Plaesiomyidae","Dinorthis"
"Brachiopoda","Rhynchonellata","Orthida","Plaesiomyidae","Multicostella"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Oepikina"
"Brachiopoda","Rhynchonellata","Orthida","Orthidae","Orthis"
"Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae","Rafinesquina"
"Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae","Resserella"
"Brachiopoda","Strophomenata","Strophomenida","Syndielasmatidae","Sowerbyites"
"Brachiopoda","Rhynchonellata","Orthida","Plaesiomyidae","Valcourea"
"Bryozoa","Stenolaemata","Trepostomida","","Batostomellina"
"Bryozoa","Stenolaemata","Trepostomata","Halloporidae","Dianulites"
"Bryozoa","Stenolaemata","Trepostomata","Halloporidae","Diplotrypa"
"Bryozoa","Stenolaemata","Trepostomata","Monticuliporidae","Homotrypa"
"Bryozoa","Stenolaemata","Trepostomata","Monticuliporidae","Prasopora"
"Bryozoa","Stenolaemata","Cryptostomata","Rhinidictyidae","Pachydictya"
"Arthropoda","Trilobita","Corynexochida","Illaenidae","Bumastus"
"Arthropoda","Trilobita","Asaphida","Asaphidae","Isotelus"
"Mollusca","Gastropoda","Bellerophontida","Sinuitidae","Sinuites"
"Brachiopoda","Strophomenata","Strophomenida","Leptellinidae","Leptellina"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Eoplectodonta"
"Brachiopoda","Rhynchonellata","Orthida","Hesperorthidae","Hesperorthis"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Trigrammaria"
"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae","Oxoplecia"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Sowerbyella"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Strophomena"
"Brachiopoda","Rhynchonellata","Orthida","Plectorthidae","Plectorthis"
"Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae","Paucicrura"
"Brachiopoda","Strophomenata","Strophomenida","Leptestiidae","Bilobia"
"Brachiopoda","Rhynchonellata","Protorthida","Skenidiidae","Skenidioides"
"Brachiopoda","Strophomenata","Strophomenida","Bimuriidae","Bimuria"
"Arthropoda","Trilobita","Asaphida","Asaphidae","Anataphrus"
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Calyptaulax"
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Cryptolithoides"
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Hypodicranotus"
"Arthropoda","Ostracoda","Leperditicopida","Leperditiidae","Leperditia"
"Arthropoda","Trilobita","Proetida","Bathyuridae","Bathyurus"
"Brachiopoda","Rhynchonellata","Atrypida","Anazygidae","Zygospira"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Ancistrorhynchidae","Ancistrorhyncha"
"Bryozoa","Stenolaemata","Cryptostomata","Rhinidictyidae","Stictopora"
"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae","Cyrtodonta"
"Mollusca","Gastropoda","Bellerophontida","Plectonotidae","Plectonotus"
"Mollusca","Cephalopoda","Actinocerida","Actinoceratidae","Actinoceras"
"Mollusca","Cephalopoda","Endocerida","Endoceratidae","Endoceras"
"Cnidaria","Anthozoa","Stauriida","Lambelasmatidae","Lambeophyllum"
"Cnidaria","Anthozoa","Sarcinulida","Billingsariidae","Foerstephyllum"
"Porifera","Stromatoporoidea","Labechiida","Stromatoceriidae","Stromatocerium"
"Bryozoa","Stenolaemata","Trepostomata","Trematoporidae","Eridotrypa"
"Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae","Dalmanella"
"Brachiopoda","Rhynchonellata","Pentamerida","Camerellidae","Camerella"
"Brachiopoda","Rhynchonellata","Orthida","Plectorthidae","Doleroides"
"Brachiopoda","Rhynchonellata","Orthida","Glyptorthidae","Glyptorthis"
"Brachiopoda","Strophomenata","Strophomenida","Rafinesquinidae","Leptaena"
"Brachiopoda","Rhynchonellata","Orthida","Draboviidae","Pionodema"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchotrematidae","Rhynchotrema"
"Bryozoa","Stenolaemata","Trepostomida","","Batostoma"
"Brachiopoda","Strophomenata","Strophomenida","Christianiidae","Christiania"
"Brachiopoda","Rhynchonellata","Orthida","Plectorthidae","Corineorthis"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Ptychoglyptus"
"Brachiopoda","Rhynchonellata","Atrypida","Cyclospiridae","Cyclospira"
"Mollusca","Tergomya","Cyrtonellida","Cyrtonellidae","Cyrtonella"
"Brachiopoda","Lingulata","Lingulida","Obolidae","Leptobolus"
"Brachiopoda","Rhynchonellata","Atrypida","Protozygidae","Protozyga"
"Brachiopoda","Lingulata","Acrotretida","Acrotretidae","Conotreta"
"Bryozoa","Stenolaemata","Fenestrata","Phylloporinidae","Chasmatopora"
"Bryozoa","Stenolaemata","Cryptostomata","Arthrostylidae","Glauconome"
"Bryozoa","Stenolaemata","Trepostomata","Mesotrypidae","Mesotrypa"
"Bryozoa","Stenolaemata","Cryptostomida","","Rhinidictya"
"Echinodermata","Rhombifera","","Echinosphaeritidae","Echinosphaerites"
"Porifera","Stromatoporoidea","Labechiida","Aulaceratidae","Cryptophragmus"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Ampyx"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Ampyxina"
"Arthropoda","Trilobita","Corynexochida","Styginidae","Bronteopsis"
"Arthropoda","Trilobita","Phacopida","Cheiruridae","Ceraurus"
"Arthropoda","Trilobita","Asaphida","Asaphidae","Homotelus"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Lonchodomas"
"Arthropoda","Trilobita","Phacopida","Cheiruridae","Sphaerocoryphe"
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Cryptolithus"
"Arthropoda","Trilobita","Asaphida","Dionididae","Dionide"
"Arthropoda","Trilobita","Harpetida","Harpetidae","Eoharpes"
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Robergia"
"Arthropoda","Trilobita","Phacopida","Cheiruridae","Sphaerexochus"
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Tretaspis"
"Hemichordata","Graptolithina","","","Nemagraptus"
"Brachiopoda","Lingulata","Lingulida","Paterulidae","Paterula"
"Brachiopoda","Lingulata","Lingulida","Discinidae","Schizotreta"
"Annelida","Polychaeta","","","Haileyia"
"Arthropoda","Malacostraca","Phyllocarida","","Discinocaris"
"Hemichordata","Graptolithina","Bireclinata","","Dicellograptus"
"Hemichordata","Graptolithina","Diplograptoidea","Diplograptidae","Orthograptus"
"Hemichordata","Graptolithina","","Abrograptidae","Reteograptus"
"Hemichordata","Graptolithina","Diplograptoidea","Diplograptidae","Corynoides"
"Hemichordata","Graptolithina","Bireclinata","","Dicranograptus"
"Hemichordata","Graptolithina","","","Leptograptus"
"Echinodermata","Crinoidea","","","Lichenocrinus"
"Bryozoa","Stenolaemata","Trepostomata","Dittoporidae","Hemiphragma"
"Bryozoa","Stenolaemata","Trepostomata","Halloporidae","Hallopora"
"Bryozoa","Stenolaemata","Trepostomata","Monticuliporidae","Homotrypella"
"Bryozoa","Stenolaemata","Cryptostomata","Ptilodictyonidae","Escharopora"
"Bryozoa","Stenolaemata","Trepostomida","","Prasoporina"
"Porifera","Demospongea","Streptosclerophorida","Hindiidae","Hindia"
"Mollusca","Tentaculita","Cornulitida","Cornulitidae","Cornulites"
"Mollusca","Gastropoda","Murchisoniina","Trochonematidae","Trochonema"
"Mollusca","Gastropoda","Euomphalina","Platyceratidae","Cyclonema"
"Mollusca","Gastropoda","Murchisoniina","Lophospiridae","Lophospira"
"Brachiopoda","Rhynchonellata","Orthida","Platystrophiidae","Platystrophia"
"Bryozoa","","","","Astreptodictya"
"Brachiopoda","Craniata","Craniida","Craniidae","Philhedra"
"Mollusca","Cephalopoda","Tarphycerida","Trocholitidae","Trocholites"
"Arthropoda","Trilobita","Phacopida","Calymenidae","Flexicalymene"
"Arthropoda","Trilobita","Lichida","Odontopleuridae","Primaspis"
"Bryozoa","Stenolaemata","Cryptostomata","Stictoporellidae","Stictoporella"
"Brachiopoda","Rhynchonellata","Atrypida","Anazygidae","Anazyga"
"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Ctenodonta"
"Mollusca","Bivalvia","Nuculanida","Malletiidae","Nuculites"
"Mollusca","Bivalvia","Solemyida","Ctenodontidae","Tancrediopsis"
"Echinodermata","Edrioasteroidea","","Isorophidae","Isorophusella"
"Echinodermata","Edrioasteroidea","Isorophida","","Cryptogoleus"
"Echinodermata","Crinoidea","Dendrocrinida","Dendrocrinidae","Ottawacrinus"
"Echinodermata","Rhombifera","","Glyptocystitidae","Glyptocystites"
"Echinodermata","Crinoidea","","","Cupulocrinus"
"Mollusca","Gastropoda","Murchisoniina","Eotomariidae","Eotomaria"
"Mollusca","Gastropoda","Murchisoniina","Subulitidae","Fusispira"
"Mollusca","Gastropoda","Murchisoniina","Eotomariidae","Liospira"
"Mollusca","Gastropoda","Bellerophontida","Pterothecidae","Pterotheca"
"Mollusca","Gastropoda","Murchisoniina","Subulitidae","Subulites"
"Arthropoda","Trilobita","Lichida","Lichidae","Amphilichas"
"Arthropoda","Trilobita","Corynexochida","Illaenidae","Bumastoides"
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Encrinuroides"
"Arthropoda","Trilobita","Lichida","Lichidae","Hemiarges"
"Arthropoda","Ostracoda","Palaeocopida","","Bassleratia"
"Arthropoda","Ostracoda","Palaeocopida","","Thomasatia"
"Brachiopoda","Lingulata","Lingulida","Trematidae","Schizocrania"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Sowerbyella (Sowerbyella)"
"Bryozoa","Stenolaemata","Trepostomida","","Amplexopora"
"Bryozoa","Stenolaemata","Trepostomata","Batostomellidae","Bythopora"
"Bryozoa","Stenolaemata","Trepostomata","Heterotrypidae","Dekayia"
"Bryozoa","Stenolaemata","Cryptostomata","Escharoporidae","Graptodictya"
"Bryozoa","Stenolaemata","Trepostomida","","Newportopora"
"Mollusca","Cephalopoda","Endocerida","Endoceratidae","Cameroceras"
"Mollusca","Cephalopoda","Oncocerida","Oncoceratidae","Cyrtorizoceras"
"Mollusca","Cephalopoda","Orthocerida","Geisonoceratidae","Geisonoceras"
"Mollusca","Cephalopoda","Oncocerida","Oncoceratidae","Oncoceras"
"Mollusca","Cephalopoda","Orthocerida","Geisonoceratidae","Ordogeisonoceras"
"Echinodermata","Crinoidea","","Heterocrinidae","Heterocrinus"
"Echinodermata","Crinoidea","Dendrocrinida","Merocrinidae","Merocrinus"
"Bryozoa","Stenolaemata","Cystoporata","Ceramoporidae","Spatiopora"
"Bryozoa","Stenolaemata","Cyclostomata","Stomatoporidae","Stomatopora"
"Echinodermata","Crinoidea","","Cincinnaticrinidae","Cincinnaticrinus"
"Mollusca","Bivalvia","","Lyrodesmatidae","Lyrodesma"
"Arthropoda","Trilobita","Ptychopariida","Olenidae","Triarthrus"
"Arthropoda","Ostracoda","Palaeocopida","","Aparchites"
"Arthropoda","Ostracoda","Podocopida","Bythocyprididae","Bythocypris"
"Arthropoda","Ostracoda","Palaeocopida","","Dicranella"
"Arthropoda","Ostracoda","Palaeocopida","Primitiidae","Primitia"
"Arthropoda","Ostracoda","","Eurychilinidae","Primitiella"
"Porifera","Hexactinellida","Reticulosa","","Polyplectella"
"Bryozoa","Stenolaemata","Cryptostomata","Arthrostylidae","Arthrostylus"
"Brachiopoda","Lingulata","Lingulida","Trematidae","Trematis"
"","Palaeoscolecida","","","Protoscolex"
"Arthropoda","Trilobita","Proetida","Tropidocoryphidae","Cornuproetus"
"Mollusca","Bivalvia","Pholadomyida","Pholadomyidae","Rhytimya"
"Cnidaria","Hydrozoa","Hydroida","","Inocaulis"
"Annelida","Machaeridia","Lepidocoleomorpha","","Lepidocoleus"
"Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae","Onniella"
"Brachiopoda","Strophomenata","Strophomenida","Aegiromenidae","Sericoidea"
"Mollusca","Bivalvia","Nuculida","Praenuculidae","Similodonta"
"Arthropoda","Trilobita","Asaphida","Raphiophoridae","Ampyxella"
"Arthropoda","Trilobita","Asaphida","Trinucleidae","Onnia"
"Arthropoda","Trilobita","Phacopida","Cheiruridae","Pseudosphaerexochus"
"Arthropoda","Trilobita","Asaphida","Remopleurididae","Remopleurella"
"Mollusca","Bivalvia","Nuculanida","Malletiidae","Palaeoneilo"
"Problematica","","","Coleolidae","Coleolus"
"Mollusca","Cephalopoda","Orthocerida","Proteoceratidae","Isorthoceras"
"","","Tentaculitida","Tentaculitidae","Tentaculites"
"Mollusca","Cephalopoda","Pseudorthocerida","Spyroceratidae","Spyroceras"
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Pterygometopus"
"Bryozoa","Stenolaemata","Cryptostomata","Arthrostylidae","Sceptropora"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchotrematidae","Lepidocyclus"
"Brachiopoda","Strophomenata","Strophomenida","Sowerbyellidae","Eochonetes"
"Brachiopoda","Rhynchonellata","Orthida","Platyorthidae","Diceromyonia"
"Arthropoda","Trilobita","Proetida","Aulacopleuridae","Otarion"
"Arthropoda","Trilobita","Phacopida","Cheiruridae","Ceraurinus"
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Encrinurus"
"Arthropoda","Trilobita","Phacopida","Encrinuridae","Cybeloides"
"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae","Bighornia"
"Cnidaria","Anthozoa","Stauriida","Streptelasmatidae","Grewingkia"
"Cnidaria","Anthozoa","Lichenariida","Lyoporidae","Nyctopora"
"Cnidaria","Anthozoa","Favositida","Favositidae","Saffordophyllum"
"Cnidaria","Anthozoa","Sarcinulida","Syringophyllidae","Calapoecia"
"Cnidaria","Anthozoa","Heliolitida","Palaeoporitidae","Protrochiscolithus"
"Mollusca","Cephalopoda","Actinocerida","Armenoceratidae","Armenoceras"
"Mollusca","Cephalopoda","Oncocerida","Diestoceratidae","Diestoceras"
"Mollusca","Bivalvia","Ostreida","Pterineidae","Pterinea"
"Mollusca","Bivalvia","","Grammysiidae","Cuneamya"
"Brachiopoda","Rhynchonellata","Orthida","Draboviidae","Hirnantia"
"Brachiopoda","Strophomenata","Strophomenida","Leptostrophiidae","Eostropheodonta"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Trigonorhynchiidae","Plectothyrella"
"Brachiopoda","Rhynchonellata","Athyridida","Meristellidae","Hindella"
"Brachiopoda","Rhynchonellata","Pentamerida","Virgianidae","Brevilamnulella"
"Brachiopoda","Rhynchonellata","Atrypida","Atrypinidae","Eospirigerina"
"Brachiopoda","Strophomenata","Orthotetida","Triplesiidae","Cliftonia"
"Arthropoda","Trilobita","Phacopida","Dalmanitidae","Mucronaspis"
"Brachiopoda","Craniata","Craniida","Craniidae","Acanthocrania"
"Arthropoda","Trilobita","Phacopida","Homalonotidae","Platycoryphe"
"Arthropoda","Trilobita","Phacopida","Pterygometopidae","Toxochasmops"
"Mollusca","Gastropoda","Murchisoniina","Trochonematidae","Globonema"
"Bryozoa","Stenolaemata","Trepostomida","","Aspidopora"
"Brachiopoda","Rhynchonellata","Orthida","Dalmanellidae","Cincinnetina"
"Mollusca","Gastropoda","Murchisoniina","Lophospiridae","Ruedemannia"
"Mollusca","Cephalopoda","Orthocerida","Proteoceratidae","Treptoceras"
"Mollusca","Rostroconchia","Ribeirioida","Technophoridae","Technophorus"
"Mollusca","Bivalvia","Myalinida","Ambonychiidae","Ambonychia"
"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae","Cyrtodontula"
"Mollusca","Bivalvia","Modiomorphida","Modiomorphidae","Modiolopsis"
"Echinodermata","Crinoidea","Homocrinida","Homocrinidae","Ectenocrinus"
"Bryozoa","Stenolaemata","Trepostomata","Atactotoechidae","Cyphotrypa"
"Mollusca","Bivalvia","Modiomorphida","Modiomorphidae","Pholadomorpha"
"Mollusca","Bivalvia","Modiomorphida","Modiomorphidae","Cymatonota"
"Brachiopoda","Lingulata","Lingulida","Obolidae","Lingulops"
"Bryozoa","Stenolaemata","Trepostomida","","Batostomella"
"Bryozoa","Gymnolaemata","Cheilostomata","Lacernidae","Arthropoma"
"Brachiopoda","Rhynchonellata","Orthida","Plectorthidae","Hebertella"
"Mollusca","Gastropoda","Bellerophontida","Bucaniidae","Loxobucania"
"Mollusca","Bivalvia","Mytilida","","Pseudocolpomya"
"Mollusca","Bivalvia","Modiomorphida","Allodesmatidae","Ischyrodonta"
"Echinodermata","Edrioasteroidea","","Isorophidae","Isorophus"
"Bryozoa","Stenolaemata","Cystoporata","Ceramoporidae","Coeloclema"
"Bryozoa","Stenolaemata","Trepostomata","Heterotrypidae","Heterotrypa"
"Bryozoa","Stenolaemata","Trepostomida","","Rhombotrypa"
"Brachiopoda","Strophomenata","Strophomenida","Strophomenidae","Holtedahlina"
"Mollusca","Gastropoda","Euomphalina","Raphistomatidae","Scalites"
"Mollusca","Gastropoda","Murchisoniina","Lophospiridae","Paupospira"
"Mollusca","Cephalopoda","Oncocerida","Oncoceratidae","Beloitoceras"
"Mollusca","Bivalvia","Myalinida","Ambonychiidae","Opisthoptera"
"Mollusca","Bivalvia","Cyrtodontida","Cyrtodontidae","Ortonella"
"Mollusca","Bivalvia","Modiomorphida","Modiomorphidae","Orthodesma"
"Echinodermata","Rhombifera","","Callocystitidae","Lepadocystis"
"Porifera","Demospongea","Sigmatosclerophorida","Dystactospongiidae","Dystactospongia"
"Mollusca","Gastropoda","Bellerophontida","Bellerophontidae","Sphenosphaera"
"Mollusca","Cephalopoda","Orthocerida","Proteoceratidae","Gorbyoceras"
"Mollusca","Cephalopoda","Oncocerida","Valcouroceratidae","Manitoulinoceras"
"Mollusca","Cephalopoda","Oncocerida","Oonoceratidae","Oonoceras"
"Bryozoa","Stenolaemata","Trepostomida","","Calopora"
"Brachiopoda","Craniata","Craniida","Craniidae","Petrocrania"
"Brachiopoda","Lingulata","Lingulida","Pseudolingulidae","Pseudolingula"
"Bryozoa","Stenolaemata","Cryptostomata","Arthrostylidae","Helopora"
"Brachiopoda","Rhynchonellata","Orthida","Plaesiomyidae","Plaesiomys"
"Brachiopoda","Rhynchonellata","Rhynchonellida","Rhynchotrematidae","Hiscobeccus"
"Echinodermata","Crinoidea","Monobathrida","","Xenocrinus"
"Echinodermata","Crinoidea","Dendrocrinida","Dendrocrinidae","Dendrocrinus"
"Hemichordata","Graptolithina","","","Pseudoclimacograptus"
"Hemichordata","Graptolithina","Bireclinata","Lasiograptidae","Lasiograptus"
"Hemichordata","Graptolithina","Bireclinata","Lasiograptidae","Neurograptus"
"Brachiopoda","Lingulata","Acrotretida","Acrotretidae","Hisingerella"
"Echinodermata","Stylophora","Mitrata","Kirkocystidae","Anatifopsis"
"Annelida","Machaeridia","Turrilepadomorpha","Plumulitidae","Plumulites"
"Brachiopoda","Strophomenata","Strophomenida","Aegiromenidae","Chonetoidea"
"Brachiopoda","Strophomenata","Strophomenida","Syndielasmatidae","Syndielasma"
"Brachiopoda","Rhynchonellata","Pentamerida","Camerellidae","Idiostrophia"
"Arthropoda","Trilobita","Agnostida","Metagnostidae","Galbagnostus"
"Arthropoda","Trilobita","Proetida","Telephinidae","Telephina (Telephina)"
"Cnidaria","Anthozoa","Stauriida","Lindstroemiidae","Lindstroemia"
"Cnidaria","Anthozoa","Favositida","Favositidae","Favosites"
"Arthropoda","Trilobita","Phacopida","Phacopidae","Phacops"
"Arthropoda","Trilobita","Phacopida","Cheiruridae","Cheirurus"
"Arthropoda","Trilobita","Harpetida","Harpetidae","Harpes"
"Arthropoda","Trilobita","Agnostida","Eodiscidae","Dawsonia"
"Hemichordata","Graptolithina","","","Rastrites"
"Hemichordata","Graptolithina","Bireclinata","Monograptidae","Monograptus"
"Hemichordata","Graptolithina","","","Petalograptus"
"Arthropoda","Trilobita","Lichida","Odontopleuridae","Acidaspis"
